"rank";"LName";"X";"Y";"Z";"facies";"Porosity";"sel"
"994";994;10;435;935;-1045.75;3;0.2;TRUE
"995";995;10;435;935;-1046.25;3;0.21;TRUE
"996";996;10;435;935;-1046.75;3;0.21;TRUE
"997";997;10;435;935;-1047.25;3;0.21;TRUE
"998";998;11;455;1015;-995.75;3;0.19;TRUE
"999";999;11;455;1015;-996.25;3;0.19;TRUE
"1000";1000;11;455;1015;-996.75;3;0.18;TRUE
"1001";1001;11;455;1015;-997.25;4;0.01;FALSE
"1002";1002;11;455;1015;-997.75;4;0.01;FALSE
"1003";1003;11;455;1015;-998.25;2;0.33;FALSE
"1004";1004;11;455;1015;-998.75;4;0.01;FALSE
"1005";1005;11;455;1015;-999.25;3;0.19;TRUE
"1006";1006;11;455;1015;-999.75;3;0.19;TRUE
"1007";1007;11;455;1015;-1000.25;3;0.2;TRUE
"1008";1008;11;455;1015;-1000.75;3;0.2;TRUE
"1009";1009;11;455;1015;-1001.25;2;0.33;FALSE
"1010";1010;11;455;1015;-1001.75;3;0.19;TRUE
"1011";1011;11;455;1015;-1002.25;3;0.19;TRUE
"1012";1012;11;455;1015;-1002.75;2;0.33;FALSE
"1013";1013;11;455;1015;-1003.25;1;0.41;FALSE
"1014";1014;11;455;1015;-1003.75;1;0.42;FALSE
"1015";1015;11;455;1015;-1004.25;1;0.42;FALSE
"1016";1016;11;455;1015;-1004.75;3;0.18;TRUE
"1017";1017;11;455;1015;-1005.25;3;0.18;TRUE
"1018";1018;11;455;1015;-1005.75;1;0.39;FALSE
"1019";1019;11;455;1015;-1006.25;3;0.18;TRUE
"1020";1020;11;455;1015;-1006.75;3;0.18;TRUE
"1021";1021;11;455;1015;-1007.25;3;0.18;TRUE
"1022";1022;11;455;1015;-1007.75;2;0.25;FALSE
"1023";1023;11;455;1015;-1008.25;1;0.38;FALSE
"1024";1024;11;455;1015;-1008.75;1;0.38;FALSE
"1025";1025;11;455;1015;-1009.25;1;0.36;FALSE
"1026";1026;11;455;1015;-1009.75;1;0.38;FALSE
"1027";1027;11;455;1015;-1010.25;1;0.36;FALSE
"1028";1028;11;455;1015;-1010.75;1;0.36;FALSE
"1029";1029;11;455;1015;-1011.25;1;0.36;FALSE
"1030";1030;11;455;1015;-1011.75;1;0.35;FALSE
"1031";1031;11;455;1015;-1012.25;1;0.34;FALSE
"1032";1032;11;455;1015;-1012.75;3;0.2;TRUE
"1033";1033;11;455;1015;-1013.25;3;0.2;TRUE
"1034";1034;11;455;1015;-1013.75;3;0.2;TRUE
"1035";1035;11;455;1015;-1014.25;3;0.18;TRUE
"1036";1036;11;455;1015;-1014.75;3;0.18;TRUE
"1037";1037;11;455;1015;-1015.25;3;0.19;TRUE
"1038";1038;11;455;1015;-1015.75;3;0.19;TRUE
"1039";1039;11;455;1015;-1016.25;3;0.19;TRUE
"1040";1040;11;455;1015;-1016.75;3;0.18;TRUE
"1041";1041;11;455;1015;-1017.25;3;0.18;TRUE
"1042";1042;11;455;1015;-1017.75;3;0.18;TRUE
"1043";1043;11;455;1015;-1018.25;3;0.17;TRUE
"1044";1044;11;455;1015;-1018.75;3;0.18;TRUE
"1045";1045;11;455;1015;-1019.25;3;0.18;TRUE
"1046";1046;11;455;1015;-1019.75;3;0.18;TRUE
"1047";1047;11;455;1015;-1020.25;4;0.01;FALSE
"1048";1048;11;455;1015;-1020.75;4;0.01;FALSE
"1049";1049;11;455;1015;-1021.25;4;0.01;FALSE
"1050";1050;11;455;1015;-1021.75;4;0.01;FALSE
"1051";1051;11;455;1015;-1022.25;4;0.01;FALSE
"1052";1052;11;455;1015;-1022.75;3;0.18;TRUE
"1053";1053;11;455;1015;-1023.25;1;0.37;FALSE
"1054";1054;11;455;1015;-1023.75;1;0.35;FALSE
"1055";1055;11;455;1015;-1024.25;1;0.34;FALSE
"1056";1056;11;455;1015;-1024.75;1;0.34;FALSE
"1057";1057;11;455;1015;-1025.25;1;0.34;FALSE
"1058";1058;11;455;1015;-1025.75;1;0.36;FALSE
"1059";1059;11;455;1015;-1026.25;1;0.36;FALSE
"1060";1060;11;455;1015;-1026.75;2;0.27;FALSE
"1061";1061;11;455;1015;-1027.25;2;0.28;FALSE
"1062";1062;11;455;1015;-1027.75;2;0.28;FALSE
"1063";1063;11;455;1015;-1028.25;2;0.28;FALSE
"1064";1064;11;455;1015;-1028.75;2;0.27;FALSE
"1065";1065;11;455;1015;-1029.25;2;0.27;FALSE
"1066";1066;11;455;1015;-1029.75;2;0.26;FALSE
"1067";1067;11;455;1015;-1030.25;2;0.25;FALSE
"1068";1068;11;455;1015;-1030.75;2;0.25;FALSE
"1069";1069;11;455;1015;-1031.25;3;0.17;TRUE
"1070";1070;11;455;1015;-1031.75;2;0.23;FALSE
"1071";1071;11;455;1015;-1032.25;4;0.01;FALSE
"1072";1072;11;455;1015;-1032.75;3;0.18;TRUE
"1073";1073;11;455;1015;-1033.25;2;0.19;FALSE
"1074";1074;11;455;1015;-1033.75;3;0.18;TRUE
"1075";1075;11;455;1015;-1034.25;3;0.19;TRUE
"1076";1076;11;455;1015;-1034.75;3;0.19;TRUE
"1077";1077;11;455;1015;-1035.25;3;0.19;TRUE
"1078";1078;11;455;1015;-1035.75;4;0.01;FALSE
"1079";1079;11;455;1015;-1036.25;4;0.01;FALSE
"1080";1080;11;455;1015;-1036.75;4;0.01;FALSE
"1081";1081;11;455;1015;-1037.25;4;0.01;FALSE
"1082";1082;11;455;1015;-1037.75;3;0.2;TRUE
"1083";1083;11;455;1015;-1038.25;3;0.2;TRUE
"1084";1084;11;455;1015;-1038.75;3;0.21;TRUE
"1085";1085;11;455;1015;-1039.25;3;0.21;TRUE
"1086";1086;11;455;1015;-1039.75;3;0.2;TRUE
"1087";1087;11;455;1015;-1040.25;3;0.21;TRUE
"1088";1088;11;455;1015;-1040.75;3;0.21;TRUE
"1089";1089;11;455;1015;-1041.25;3;0.19;TRUE
"1090";1090;11;455;1015;-1041.75;2;0.25;FALSE
"1091";1091;11;455;1015;-1042.25;2;0.26;FALSE
"1092";1092;11;455;1015;-1042.75;2;0.27;FALSE
"1093";1093;11;455;1015;-1043.25;3;0.21;TRUE
"1094";1094;11;455;1015;-1043.75;3;0.21;TRUE
"1095";1095;11;455;1015;-1044.25;2;0.29;FALSE
"1096";1096;11;455;1015;-1044.75;3;0.21;TRUE
"1097";1097;12;465;875;-989.25;2;0.32;FALSE
"1098";1098;12;465;875;-989.75;1;0.28;FALSE
"1099";1099;12;465;875;-990.25;1;0.27;FALSE
"1100";1100;12;465;875;-990.75;1;0.27;FALSE
"1101";1101;12;465;875;-991.25;1;0.26;FALSE
"1102";1102;12;465;875;-991.75;1;0.25;FALSE
"1103";1103;12;465;875;-992.25;1;0.25;FALSE
"1104";1104;12;465;875;-992.75;1;0.26;FALSE
"1105";1105;12;465;875;-993.25;1;0.27;FALSE
"1106";1106;12;465;875;-993.75;1;0.29;FALSE
"1107";1107;12;465;875;-994.25;1;0.28;FALSE
"1108";1108;12;465;875;-994.75;1;0.29;FALSE
"1109";1109;12;465;875;-995.25;1;0.28;FALSE
"1110";1110;12;465;875;-995.75;1;0.3;FALSE
"1111";1111;12;465;875;-996.25;1;0.3;FALSE
"1112";1112;12;465;875;-996.75;1;0.31;FALSE
"1113";1113;12;465;875;-997.25;1;0.32;FALSE
"1114";1114;12;465;875;-997.75;1;0.33;FALSE
"1115";1115;12;465;875;-998.25;1;0.33;FALSE
"1116";1116;12;465;875;-998.75;1;0.33;FALSE
"1117";1117;12;465;875;-999.25;1;0.34;FALSE
"1118";1118;12;465;875;-999.75;1;0.37;FALSE
"1119";1119;12;465;875;-1000.25;1;0.39;FALSE
"1120";1120;12;465;875;-1000.75;1;0.4;FALSE
"1121";1121;12;465;875;-1001.25;1;0.4;FALSE
"1122";1122;12;465;875;-1001.75;1;0.4;FALSE
"1123";1123;12;465;875;-1002.25;1;0.39;FALSE
"1124";1124;12;465;875;-1002.75;1;0.39;FALSE
"1125";1125;12;465;875;-1003.25;1;0.41;FALSE
"1126";1126;12;465;875;-1003.75;1;0.42;FALSE
"1127";1127;12;465;875;-1004.25;1;0.42;FALSE
"1128";1128;12;465;875;-1004.75;1;0.43;FALSE
"1129";1129;12;465;875;-1005.25;1;0.42;FALSE
"1130";1130;12;465;875;-1005.75;1;0.41;FALSE
"1131";1131;12;465;875;-1006.25;1;0.42;FALSE
"1132";1132;12;465;875;-1006.75;1;0.41;FALSE
"1133";1133;12;465;875;-1007.25;1;0.41;FALSE
"1134";1134;12;465;875;-1007.75;1;0.41;FALSE
"1135";1135;12;465;875;-1008.25;2;0.26;FALSE
"1136";1136;12;465;875;-1008.75;2;0.25;FALSE
"1137";1137;12;465;875;-1009.25;3;0.2;TRUE
"1138";1138;12;465;875;-1009.75;3;0.2;TRUE
"1139";1139;12;465;875;-1010.25;4;0.01;FALSE
"1140";1140;12;465;875;-1010.75;4;0.01;FALSE
"1141";1141;12;465;875;-1011.25;4;0.01;FALSE
"1142";1142;12;465;875;-1011.75;4;0.01;FALSE
"1143";1143;12;465;875;-1012.25;3;0.2;TRUE
"1144";1144;12;465;875;-1012.75;3;0.21;TRUE
"1145";1145;12;465;875;-1013.25;3;0.2;TRUE
"1146";1146;12;465;875;-1013.75;3;0.2;TRUE
"1147";1147;12;465;875;-1014.25;3;0.19;TRUE
"1148";1148;12;465;875;-1014.75;3;0.18;TRUE
"1149";1149;12;465;875;-1015.25;3;0.18;TRUE
"1150";1150;12;465;875;-1015.75;3;0.18;TRUE
"1151";1151;12;465;875;-1016.25;3;0.19;TRUE
"1152";1152;12;465;875;-1016.75;3;0.19;TRUE
"1153";1153;12;465;875;-1017.25;3;0.18;TRUE
"1154";1154;12;465;875;-1017.75;3;0.18;TRUE
"1155";1155;12;465;875;-1018.25;3;0.18;TRUE
"1156";1156;12;465;875;-1018.75;4;0.01;FALSE
"1157";1157;12;465;875;-1019.25;4;0.01;FALSE
"1158";1158;12;465;875;-1019.75;3;0.17;TRUE
"1159";1159;12;465;875;-1020.25;3;0.17;TRUE
"1160";1160;12;465;875;-1020.75;3;0.17;TRUE
"1161";1161;12;465;875;-1021.25;1;0.32;FALSE
"1162";1162;12;465;875;-1021.75;1;0.31;FALSE
"1163";1163;12;465;875;-1022.25;1;0.31;FALSE
"1164";1164;12;465;875;-1022.75;1;0.33;FALSE
"1165";1165;12;465;875;-1023.25;1;0.35;FALSE
"1166";1166;12;465;875;-1023.75;1;0.37;FALSE
"1167";1167;12;465;875;-1024.25;1;0.37;FALSE
"1168";1168;12;465;875;-1024.75;1;0.38;FALSE
"1169";1169;12;465;875;-1025.25;1;0.37;FALSE
"1170";1170;12;465;875;-1025.75;1;0.37;FALSE
"1171";1171;12;465;875;-1026.25;1;0.37;FALSE
"1172";1172;12;465;875;-1026.75;1;0.4;FALSE
"1173";1173;12;465;875;-1027.25;1;0.4;FALSE
"1174";1174;12;465;875;-1027.75;1;0.39;FALSE
"1175";1175;12;465;875;-1028.25;2;0.27;FALSE
"1176";1176;12;465;875;-1028.75;2;0.28;FALSE
"1177";1177;12;465;875;-1029.25;2;0.28;FALSE
"1178";1178;12;465;875;-1029.75;2;0.28;FALSE
"1179";1179;12;465;875;-1030.25;2;0.27;FALSE
"1180";1180;12;465;875;-1030.75;2;0.27;FALSE
"1181";1181;12;465;875;-1031.25;2;0.27;FALSE
"1182";1182;12;465;875;-1031.75;3;0.18;TRUE
"1183";1183;12;465;875;-1032.25;3;0.18;TRUE
"1184";1184;12;465;875;-1032.75;3;0.17;TRUE
"1185";1185;12;465;875;-1033.25;4;0.01;FALSE
"1186";1186;12;465;875;-1033.75;4;0.01;FALSE
"1187";1187;12;465;875;-1034.25;4;0.01;FALSE
"1188";1188;12;465;875;-1034.75;4;0.01;FALSE
"1189";1189;12;465;875;-1035.25;4;0.01;FALSE
"1190";1190;12;465;875;-1035.75;4;0.01;FALSE
"1191";1191;12;465;875;-1036.25;4;0.01;FALSE
"1192";1192;12;465;875;-1036.75;4;0.01;FALSE
"1193";1193;12;465;875;-1037.25;4;0.01;FALSE
"1194";1194;12;465;875;-1037.75;3;0.2;TRUE
"1195";1195;12;465;875;-1038.25;3;0.2;TRUE
"1196";1196;12;465;875;-1038.75;3;0.21;TRUE
"1197";1197;12;465;875;-1039.25;3;0.22;TRUE
"1198";1198;12;465;875;-1039.75;3;0.21;TRUE
"1199";1199;12;465;875;-1040.25;3;0.21;TRUE
"1200";1200;12;465;875;-1040.75;3;0.21;TRUE
"1201";1201;12;465;875;-1041.25;3;0.21;TRUE
"1202";1202;12;465;875;-1041.75;3;0.21;TRUE
"1203";1203;12;465;875;-1042.25;3;0.2;TRUE
"1204";1204;12;465;875;-1042.75;3;0.2;TRUE
"1205";1205;12;465;875;-1043.25;3;0.2;TRUE
"1206";1206;12;465;875;-1043.75;3;0.21;TRUE
"1207";1207;12;465;875;-1044.25;3;0.21;TRUE
"1208";1208;12;465;875;-1044.75;3;0.21;TRUE
"1209";1209;12;465;875;-1045.25;3;0.21;TRUE
"1210";1210;12;465;875;-1045.75;3;0.2;TRUE
"1211";1211;12;465;875;-1046.25;3;0.21;TRUE
"1212";1212;13;485;835;-990.75;2;0.32;FALSE
"1213";1213;13;485;835;-991.25;2;0.31;FALSE
"1214";1214;13;485;835;-991.75;2;0.31;FALSE
"1215";1215;13;485;835;-992.25;2;0.31;FALSE
"1216";1216;13;485;835;-992.75;1;0.27;FALSE
"1217";1217;13;485;835;-993.25;1;0.26;FALSE
"1218";1218;13;485;835;-993.75;1;0.27;FALSE
"1219";1219;13;485;835;-994.25;1;0.25;FALSE
"1220";1220;13;485;835;-994.75;1;0.27;FALSE
"1221";1221;13;485;835;-995.25;1;0.28;FALSE
"1222";1222;13;485;835;-995.75;1;0.29;FALSE
"1223";1223;13;485;835;-996.25;1;0.3;FALSE
"1224";1224;13;485;835;-996.75;1;0.3;FALSE
"1225";1225;13;485;835;-997.25;1;0.32;FALSE
"1226";1226;13;485;835;-997.75;1;0.34;FALSE
"1227";1227;13;485;835;-998.25;1;0.33;FALSE
"1228";1228;13;485;835;-998.75;1;0.35;FALSE
"1229";1229;13;485;835;-999.25;1;0.35;FALSE
"1230";1230;13;485;835;-999.75;1;0.36;FALSE
"1231";1231;13;485;835;-1000.25;1;0.38;FALSE
"1232";1232;13;485;835;-1000.75;1;0.38;FALSE
"1233";1233;13;485;835;-1001.25;1;0.38;FALSE
"1234";1234;13;485;835;-1001.75;1;0.4;FALSE
"1235";1235;13;485;835;-1002.25;1;0.4;FALSE
"1236";1236;13;485;835;-1002.75;1;0.39;FALSE
"1237";1237;13;485;835;-1003.25;1;0.38;FALSE
"1238";1238;13;485;835;-1003.75;1;0.4;FALSE
"1239";1239;13;485;835;-1004.25;1;0.43;FALSE
"1240";1240;13;485;835;-1004.75;1;0.42;FALSE
"1241";1241;13;485;835;-1005.25;1;0.4;FALSE
"1242";1242;13;485;835;-1005.75;1;0.4;FALSE
"1243";1243;13;485;835;-1006.25;1;0.42;FALSE
"1244";1244;13;485;835;-1006.75;1;0.42;FALSE
"1245";1245;13;485;835;-1007.25;1;0.42;FALSE
"1246";1246;13;485;835;-1007.75;1;0.42;FALSE
"1247";1247;13;485;835;-1008.25;1;0.41;FALSE
"1248";1248;13;485;835;-1008.75;1;0.38;FALSE
"1249";1249;13;485;835;-1009.25;3;0.2;TRUE
"1250";1250;13;485;835;-1009.75;3;0.21;TRUE
"1251";1251;13;485;835;-1010.25;3;0.21;TRUE
"1252";1252;13;485;835;-1010.75;3;0.21;TRUE
"1253";1253;13;485;835;-1011.25;3;0.2;TRUE
"1254";1254;13;485;835;-1011.75;4;0.01;FALSE
"1255";1255;13;485;835;-1012.25;4;0.01;FALSE
"1256";1256;13;485;835;-1012.75;3;0.19;TRUE
"1257";1257;13;485;835;-1013.25;3;0.2;TRUE
"1258";1258;13;485;835;-1013.75;3;0.19;TRUE
"1259";1259;13;485;835;-1014.25;3;0.18;TRUE
"1260";1260;13;485;835;-1014.75;3;0.17;TRUE
"1261";1261;13;485;835;-1015.25;3;0.18;TRUE
"1262";1262;13;485;835;-1015.75;3;0.18;TRUE
"1263";1263;13;485;835;-1016.25;3;0.19;TRUE
"1264";1264;13;485;835;-1016.75;3;0.18;TRUE
"1265";1265;13;485;835;-1017.25;3;0.18;TRUE
"1266";1266;13;485;835;-1017.75;4;0.01;FALSE
"1267";1267;13;485;835;-1018.25;4;0.01;FALSE
"1268";1268;13;485;835;-1018.75;4;0.01;FALSE
"1269";1269;13;485;835;-1019.25;3;0.17;TRUE
"1270";1270;13;485;835;-1019.75;3;0.16;TRUE
"1271";1271;13;485;835;-1020.25;3;0.16;TRUE
"1272";1272;13;485;835;-1020.75;3;0.17;TRUE
"1273";1273;13;485;835;-1021.25;1;0.33;FALSE
"1274";1274;13;485;835;-1021.75;1;0.31;FALSE
"1275";1275;13;485;835;-1022.25;1;0.33;FALSE
"1276";1276;13;485;835;-1022.75;1;0.33;FALSE
"1277";1277;13;485;835;-1023.25;1;0.35;FALSE
"1278";1278;13;485;835;-1023.75;1;0.35;FALSE
"1279";1279;13;485;835;-1024.25;1;0.36;FALSE
"1280";1280;13;485;835;-1024.75;1;0.34;FALSE
"1281";1281;13;485;835;-1025.25;1;0.35;FALSE
"1282";1282;13;485;835;-1025.75;1;0.37;FALSE
"1283";1283;13;485;835;-1026.25;1;0.36;FALSE
"1284";1284;13;485;835;-1026.75;2;0.25;FALSE
"1285";1285;13;485;835;-1027.25;2;0.26;FALSE
"1286";1286;13;485;835;-1027.75;2;0.27;FALSE
"1287";1287;13;485;835;-1028.25;2;0.27;FALSE
"1288";1288;13;485;835;-1028.75;2;0.28;FALSE
"1289";1289;13;485;835;-1029.25;2;0.28;FALSE
"1290";1290;13;485;835;-1029.75;2;0.28;FALSE
"1291";1291;13;485;835;-1030.25;3;0.19;TRUE
"1292";1292;13;485;835;-1030.75;4;0.01;FALSE
"1293";1293;13;485;835;-1031.25;4;0.01;FALSE
"1294";1294;13;485;835;-1031.75;4;0.01;FALSE
"1295";1295;13;485;835;-1032.25;4;0.01;FALSE
"1296";1296;13;485;835;-1032.75;4;0.01;FALSE
"1297";1297;13;485;835;-1033.25;4;0.01;FALSE
"1298";1298;13;485;835;-1033.75;4;0.01;FALSE
"1299";1299;13;485;835;-1034.25;4;0.01;FALSE
"1300";1300;13;485;835;-1034.75;4;0.01;FALSE
"1301";1301;13;485;835;-1035.25;4;0.01;FALSE
"1302";1302;13;485;835;-1035.75;3;0.22;TRUE
"1303";1303;13;485;835;-1036.25;3;0.22;TRUE
"1304";1304;13;485;835;-1036.75;3;0.21;TRUE
"1305";1305;13;485;835;-1037.25;3;0.22;TRUE
"1306";1306;13;485;835;-1037.75;3;0.22;TRUE
"1307";1307;13;485;835;-1038.25;3;0.21;TRUE
"1308";1308;13;485;835;-1038.75;2;0.21;FALSE
"1309";1309;13;485;835;-1039.25;2;0.21;FALSE
"1310";1310;13;485;835;-1039.75;2;0.23;FALSE
"1311";1311;13;485;835;-1040.25;2;0.24;FALSE
"1312";1312;13;485;835;-1040.75;2;0.25;FALSE
"1313";1313;13;485;835;-1041.25;2;0.26;FALSE
"1314";1314;13;485;835;-1041.75;2;0.27;FALSE
"1315";1315;13;485;835;-1042.25;2;0.29;FALSE
"1316";1316;13;485;835;-1042.75;3;0.21;TRUE
"1317";1317;13;485;835;-1043.25;2;0.31;FALSE
"1318";1318;13;485;835;-1043.75;3;0.21;TRUE
"1319";1319;14;555;705;-1003.75;2;0.29;FALSE
"1320";1320;14;555;705;-1004.25;2;0.29;FALSE
"1321";1321;14;555;705;-1004.75;1;0.38;FALSE
"1322";1322;14;555;705;-1005.25;1;0.38;FALSE
"1323";1323;14;555;705;-1005.75;1;0.39;FALSE
"1324";1324;14;555;705;-1006.25;1;0.38;FALSE
"1325";1325;14;555;705;-1006.75;3;0.21;TRUE
"1326";1326;14;555;705;-1007.25;1;0.38;FALSE
"1327";1327;14;555;705;-1007.75;2;0.27;FALSE
"1328";1328;14;555;705;-1008.25;1;0.36;FALSE
"1329";1329;14;555;705;-1008.75;1;0.36;FALSE
"1330";1330;14;555;705;-1009.25;1;0.4;FALSE
"1331";1331;14;555;705;-1009.75;1;0.38;FALSE
"1332";1332;14;555;705;-1010.25;1;0.39;FALSE
"1333";1333;14;555;705;-1010.75;1;0.38;FALSE
"1334";1334;14;555;705;-1011.25;1;0.38;FALSE
"1335";1335;14;555;705;-1011.75;1;0.38;FALSE
"1336";1336;14;555;705;-1012.25;1;0.38;FALSE
"1337";1337;14;555;705;-1012.75;1;0.38;FALSE
"1338";1338;14;555;705;-1013.25;3;0.18;TRUE
"1339";1339;14;555;705;-1013.75;3;0.17;TRUE
"1340";1340;14;555;705;-1014.25;3;0.17;TRUE
"1341";1341;14;555;705;-1014.75;3;0.17;TRUE
"1342";1342;14;555;705;-1015.25;3;0.16;TRUE
"1343";1343;14;555;705;-1015.75;3;0.17;TRUE
"1344";1344;14;555;705;-1016.25;3;0.16;TRUE
"1345";1345;14;555;705;-1016.75;3;0.16;TRUE
"1346";1346;14;555;705;-1017.25;3;0.17;TRUE
"1347";1347;14;555;705;-1017.75;3;0.17;TRUE
"1348";1348;14;555;705;-1018.25;3;0.18;TRUE
"1349";1349;14;555;705;-1018.75;3;0.19;TRUE
"1350";1350;14;555;705;-1019.25;3;0.19;TRUE
"1351";1351;14;555;705;-1019.75;4;0.01;FALSE
"1352";1352;14;555;705;-1020.25;3;0.19;TRUE
"1353";1353;14;555;705;-1020.75;4;0.01;FALSE
"1354";1354;14;555;705;-1021.25;3;0.17;TRUE
"1355";1355;14;555;705;-1021.75;3;0.17;TRUE
"1356";1356;14;555;705;-1022.25;3;0.17;TRUE
"1357";1357;14;555;705;-1022.75;3;0.16;TRUE
"1358";1358;14;555;705;-1023.25;3;0.18;TRUE
"1359";1359;14;555;705;-1023.75;3;0.2;TRUE
"1360";1360;14;555;705;-1024.25;3;0.19;TRUE
"1361";1361;14;555;705;-1024.75;3;0.19;TRUE
"1362";1362;14;555;705;-1025.25;4;0.01;FALSE
"1363";1363;14;555;705;-1025.75;4;0.01;FALSE
"1364";1364;14;555;705;-1026.25;4;0.01;FALSE
"1365";1365;14;555;705;-1026.75;4;0.01;FALSE
"1366";1366;14;555;705;-1027.25;4;0.01;FALSE
"1367";1367;14;555;705;-1027.75;4;0.01;FALSE
"1368";1368;14;555;705;-1028.25;4;0.01;FALSE
"1369";1369;14;555;705;-1028.75;4;0.01;FALSE
"1370";1370;14;555;705;-1029.25;4;0.01;FALSE
"1371";1371;14;555;705;-1029.75;4;0.01;FALSE
"1372";1372;14;555;705;-1030.25;3;0.19;TRUE
"1373";1373;14;555;705;-1030.75;4;0.01;FALSE
"1374";1374;14;555;705;-1031.25;3;0.17;TRUE
"1375";1375;14;555;705;-1031.75;3;0.18;TRUE
"1376";1376;14;555;705;-1032.25;2;0.32;FALSE
"1377";1377;14;555;705;-1032.75;2;0.31;FALSE
"1378";1378;14;555;705;-1033.25;2;0.3;FALSE
"1379";1379;14;555;705;-1033.75;3;0.22;TRUE
"1380";1380;14;555;705;-1034.25;3;0.23;TRUE
"1381";1381;14;555;705;-1034.75;3;0.22;TRUE
"1382";1382;14;555;705;-1035.25;3;0.23;TRUE
"1383";1383;14;555;705;-1035.75;3;0.23;TRUE
"1384";1384;14;555;705;-1036.25;3;0.22;TRUE
"1385";1385;14;555;705;-1036.75;3;0.22;TRUE
"1386";1386;14;555;705;-1037.25;4;0.01;FALSE
"1387";1387;14;555;705;-1037.75;4;0.01;FALSE
"1388";1388;14;555;705;-1038.25;4;0.01;FALSE
"1389";1389;14;555;705;-1038.75;4;0.01;FALSE
"1390";1390;14;555;705;-1039.25;4;0.01;FALSE
"1391";1391;14;555;705;-1039.75;4;0.01;FALSE
"1392";1392;14;555;705;-1040.25;4;0.01;FALSE
"1393";1393;14;555;705;-1040.75;4;0.01;FALSE
"1394";1394;14;555;705;-1041.25;4;0.01;FALSE
"1395";1395;14;555;705;-1041.75;3;0.19;TRUE
"1396";1396;14;555;705;-1042.25;3;0.19;TRUE
"1397";1397;14;555;705;-1042.75;2;0.3;FALSE
"1398";1398;14;555;705;-1043.25;2;0.31;FALSE
"1399";1399;14;555;705;-1043.75;2;0.31;FALSE
"1400";1400;14;555;705;-1044.25;3;0.2;TRUE
"1401";1401;14;555;705;-1044.75;3;0.2;TRUE
"1402";1402;14;555;705;-1045.25;2;0.33;FALSE
"1403";1403;14;555;705;-1045.75;3;0.22;TRUE
"1404";1404;14;555;705;-1046.25;3;0.22;TRUE
"1405";1405;14;555;705;-1046.75;4;0.01;FALSE
"1406";1406;14;555;705;-1047.25;4;0.01;FALSE
"1407";1407;14;555;705;-1047.75;3;0.2;TRUE
"1408";1408;14;555;705;-1048.25;3;0.22;TRUE
"1409";1409;15;585;185;-1001.25;3;0.14;TRUE
"1410";1410;15;585;185;-1001.75;3;0.14;TRUE
"1411";1411;15;585;185;-1002.25;3;0.14;TRUE
"1412";1412;15;585;185;-1002.75;3;0.16;TRUE
"1413";1413;15;585;185;-1003.25;4;0.01;FALSE
"1414";1414;15;585;185;-1003.75;3;0.17;TRUE
"1415";1415;15;585;185;-1004.25;3;0.17;TRUE
"1416";1416;15;585;185;-1004.75;3;0.18;TRUE
"1417";1417;15;585;185;-1005.25;4;0.01;FALSE
"1418";1418;15;585;185;-1005.75;3;0.19;TRUE
"1419";1419;15;585;185;-1006.25;3;0.16;TRUE
"1420";1420;15;585;185;-1006.75;3;0.16;TRUE
"1421";1421;15;585;185;-1007.25;1;0.36;FALSE
"1422";1422;15;585;185;-1007.75;1;0.35;FALSE
"1423";1423;15;585;185;-1008.25;1;0.38;FALSE
"1424";1424;15;585;185;-1008.75;1;0.4;FALSE
"1425";1425;15;585;185;-1009.25;3;0.16;TRUE
"1426";1426;15;585;185;-1009.75;3;0.15;TRUE
"1427";1427;15;585;185;-1010.25;3;0.16;TRUE
"1428";1428;15;585;185;-1010.75;3;0.16;TRUE
"1429";1429;15;585;185;-1011.25;4;0.01;FALSE
"1430";1430;15;585;185;-1011.75;4;0.01;FALSE
"1431";1431;15;585;185;-1012.25;4;0.01;FALSE
"1432";1432;15;585;185;-1012.75;4;0.01;FALSE
"1433";1433;15;585;185;-1013.25;4;0.01;FALSE
"1434";1434;15;585;185;-1013.75;4;0.01;FALSE
"1435";1435;15;585;185;-1014.25;3;0.17;TRUE
"1436";1436;15;585;185;-1014.75;3;0.16;TRUE
"1437";1437;15;585;185;-1015.25;3;0.17;TRUE
"1438";1438;15;585;185;-1015.75;1;0.35;FALSE
"1439";1439;15;585;185;-1016.25;2;0.23;FALSE
"1440";1440;15;585;185;-1016.75;3;0.2;TRUE
"1441";1441;15;585;185;-1017.25;3;0.19;TRUE
"1442";1442;15;585;185;-1017.75;3;0.19;TRUE
"1443";1443;15;585;185;-1018.25;3;0.2;TRUE
"1444";1444;15;585;185;-1018.75;3;0.21;TRUE
"1445";1445;15;585;185;-1019.25;3;0.21;TRUE
"1446";1446;15;585;185;-1019.75;3;0.2;TRUE
"1447";1447;15;585;185;-1020.25;3;0.2;TRUE
"1448";1448;15;585;185;-1020.75;4;0.01;FALSE
"1449";1449;15;585;185;-1021.25;4;0.01;FALSE
"1450";1450;15;585;185;-1021.75;4;0.01;FALSE
"1451";1451;15;585;185;-1022.25;4;0.01;FALSE
"1452";1452;15;585;185;-1022.75;4;0.01;FALSE
"1453";1453;15;585;185;-1023.25;4;0.01;FALSE
"1454";1454;15;585;185;-1023.75;4;0.01;FALSE
"1455";1455;15;585;185;-1024.25;3;0.2;TRUE
"1456";1456;15;585;185;-1024.75;3;0.21;TRUE
"1457";1457;15;585;185;-1025.25;3;0.2;TRUE
